product_id,product_name,category,sub_category,author_name,publisher_name,unit_price,cost_price,supplier_id,stock_quantity,launch_date,format,language,page_count,reader_group,best_seller_score
P00312,Communication Handbook,Self Help,Communication,Sultana Khan,National Enterprises,234.34,141.37,S00202,309,2022-05-18 07:02:00,Paperback,Bangla,262,Young,0.58
P00313,Algorithms Workbook Edition,Programming,Algorithms,Rashid Khan,Ocean Books Ltd,336.73,270.19,S00706,273,2024-04-23 09:26:00,Hardcover,English,722,Professional,0.294
P00314,Biology Handbook Edition,Academic,Biology,Rashid Ahmed,Ocean Logistics,821.8,518.5,S00121,581,2024-07-08 19:58:00,Paperback,Bangla,756,Professional,0.818
P00315,Thriller Masterclass,Fiction,Thriller,Riaz Sarker,Metro Logistics,270.16,184.14,S00041,533,2022-07-21 06:01:00,Hardcover,English,746,Young,0.595
P00316,Coloring Books Simplified,Children,Coloring Books,Amin Hossain,Bright Enterprises,211.35,123.33,S00649,400,2025-02-26 22:25:00,Hardcover,English,408,Young,0.677
P00317,Machine Learning Guide Practice,Programming,Machine Learning,Shahana Hossain,Royal Supply Co,934.84,565.83,S00184,241,2019-04-23 14:24:00,Hardcover,Bangla,701,Young,0.456
P00318,Bcs Complete Pro,Exam Prep,Bcs,Naila Islam,National Distributors,333.42,227.76,S00781,157,2022-08-14 22:14:00,Paperback,Bangla,729,Kids,0.976
P00319,Quran Studies Simplified,Religious,Quran Studies,Touhid Hossain,Eastern Logistics,518.62,306.09,S00778,182,2025-05-26 02:20:00,Paperback,English,430,Elderly,0.398
P00320,Rhymes Masterclass,Children,Rhymes,Riaz Khan,National Books Ltd,173.15,130.83,S00558,552,2020-05-29 17:34:00,Hardcover,Bangla,227,Young,0.882
P00321,Rhymes Simplified,Children,Rhymes,Riaz Islam,Delta Enterprises,388.92,274.99,S00824,343,2022-07-28 23:19:00,Ebook,Bangla,211,Professional,0.566
P00322,Entrepreneurship Complete,Business,Entrepreneurship,Ferdous Ahmed,Eastern Publishing House,641.77,519.73,S00015,195,2025-04-29 15:55:00,Paperback,Bangla,812,Young,0.526
P00323,Marketing Simplified,Business,Marketing,Sabbir Khan,Green Logistics,423.03,331.81,S00031,410,2019-10-22 23:20:00,,English,67,Professional,0.541
P00324,Prayer Guides Essentials,Religious,Prayer Guides,Kamal Khan,Prime Trade Group,527.07,421.33,S00764,308,2023-09-08 12:28:00,Paperback,English,456,Professional,0.596
P00325,Communication Essentials,Self Help,Communication,Sabbir Hossain,National Publishing House,929.33,736.78,S00471,443,2025-01-12 18:51:00,Paperback,,304,Professional,0.401
P00326,Chemistry Simplified Practice,Academic,Chemistry,Ferdous Sarker,Ocean Supply Co,554.86,452.06,S00368,644,2022-06-11 16:45:00,Hardcover,Bangla,759,Young,0.544
P00327,Physics Simplified Edition,Academic,Physics,Shahana Khan,Royal Supply Co,958.72,640.43,S00495,430,2022-12-03 09:08:00,Ebook,English,665,Young,0.87
P00328,Activity Books Handbook,Children,Activity Books,Anika Hossain,National Logistics,643.3562739672611,300.11,S00824,365,2026-05-20 10:00:00,Paperback,Bangla,379,Professional,0.867
P00329,Quran Studies Guide,Religious,Quran Studies,Jalal Sarker,Global Enterprises,578.32,432.29,S00135,314,2020-08-12 08:16:00,Ebook,Bangla,640,Young,0.599
P00330,Management Workbook,Business,Management,Rashid Chowdhury,Royal Supply Co,366.5,278.51,S00454,392,2025-06-29 23:33:00,Paperback,English,195,Professional,0.35
P00331,Leaders Essentials,Biography,Leaders,Mohiuddin Ahmed,Green Distributors,334.41,220.76,S00193,442,2019-06-15 19:20:00,Paperback,English,36,Young,0.563
P00332,Mathematics Complete Series,Academic,Mathematics,Mala Khan,Ocean Supply Co,666.76,454.8,S00597,559,2020-10-26 08:29:00,Hardcover,English,821,Professional,0.991
P00333,Algorithms Handbook Practice,Programming,Algorithms,Riaz Ahmed,Green Books Ltd,967.01,538.23,S00327,242,2021-01-08 04:38:00,Ebook,English,772,Professional,0.315
P00334,Romance Guide,Fiction,Romance,Amin Hossain,Metro Publishing House,934.24,555.27,S00927,591,2023-11-22 15:01:00,Paperback,Bangla,741,Professional,0.368
P00335,Prayer Guides Essentials,Religious,Prayer Guides,Sultana Hossain,Bright Supply Co,723.48,457.47,S00766,88,2025-12-17 00:30:00,Ebook,English,318,Professional,0.356
P00336,Leadership Masterclass,Self Help,Leadership,Ferdous Chowdhury,Royal Logistics,791.86,590.33,S00370,20,2024-07-04 12:24:00,Ebook,Bangla,707,Young,0.366
P00337,Teacher Recruitment Masterclass Pro,Exam Prep,Teacher Recruitment,Rumana Rahman,Eastern Logistics,379.21,291.56,S00423,42,2023-12-11 13:07:00,Ebook,English,96,Young,0.939
P00338,Habit Building Complete,Self Help,Habit Building,Sabbir Rahman,Bright Trade Group,349.11,263.09,S00341,151,2021-10-08 00:44:00,Hardcover,Bangla,185,Young,0.714
P00339,Chemistry Essentials Practice,Academic,Chemistry,Jalal Ahmed,Eastern Distributors,682.26,540.19,S00047,287,2022-09-10 03:57:00,Hardcover,Bangla,467,Professional,0.969
P00340,Picture Books Guide,Children,Picture Books,Touhid Rahman,Metro Logistics,424.53,294.95,S00384,254,2020-08-31 21:25:00,Ebook,Bangla,449,Professional,0.514
P00341,Accounting Simplified,Business,Accounting,Shahana Rahman,Green Publishing House,535.16,410.75,S00119,424,2019-02-03 14:21:00,Hardcover,Bangla,485,Young,0.625
P00342,Classic Handbook,Fiction,Classic,Anika Khan,Royal Publishing House,860.99,701.54,S00346,116,2024-11-22 20:34:00,Ebook,Bangla,188,Young,0.952
P00343,Picture Books Essentials,Children,Picture Books,Riaz Ahmed,Global Publishing House,355.3704320739917,223.22,S00755,592,2020-10-20 18:17:00,Hardcover,Bangla,807,Young,0.214
P00344,Python Guide Series,Programming,Python,Mala Sarker,Royal Books Ltd,656.68,393.0,S00042,101,2025-05-31 18:03:00,Hardcover,Bangla,692,Professional,0.783
P00345,Coloring Books Simplified,Children,Coloring Books,Jalal Sarker,Green Books Ltd,194.8,132.4,S00553,631,2022-09-15 16:03:00,Ebook,Bangla,239,Kids,0.221
P00346,Mathematics Guide Practice,Academic,Mathematics,Jalal Chowdhury,Prime Logistics,306.87,178.57,S00011,447,2026-03-21 09:55:00,Hardcover,Bangla,342,Kids,0.58
P00347,Entrepreneurship Workbook,Business,Entrepreneurship,Ferdous Rahman,Bright Supply Co,707.68,450.75,S00734,630,2023-08-06 08:42:00,Ebook,English,578,Young,0.578
P00348,Admission Test Handbook Practice,Exam Prep,Admission Test,Riaz Hossain,Royal Logistics,455.11,277.02,S00279,58,2023-07-20 20:49:00,Paperback,English,381,Young,0.221
P00349,Chemistry Essentials Pro,Academic,Chemistry,Jalal Islam,Delta Enterprises,859.05,515.37,S00289,126,2024-11-04 20:09:00,Hardcover,English,470,Elderly,0.488
P00350,Bcs Handbook Pro,Exam Prep,Bcs,Kamal Hossain,Green Books Ltd,968.9779164189285,642.8,S00589,605,2025-06-27 15:19:00,Hardcover,Bangla,245,Young,0.217
P00351,Bank Jobs Handbook Edition,Exam Prep,Bank Jobs,Rashid Uddin,Prime Books Ltd,544.0814159175864,366.43,S00768,67,2021-05-20 01:48:00,Hardcover,Bangla,403,Young,0.939
P00352,Physics Complete Pro,Academic,Physics,Naila Chowdhury,Ocean Supply Co,985.29,632.19,S00713,257,2022-08-18 10:01:00,Paperback,English,117,Professional,0.909
P00353,Admission Test Handbook Edition,Exam Prep,Admission Test,Sabbir Chowdhury,Eastern Logistics,640.11,372.6,S00696,641,2024-05-15 08:26:00,Ebook,English,415,Young,0.685
P00354,Entrepreneurs Simplified,Biography,Entrepreneurs,Sabbir Islam,Global Books Ltd,298.64,231.39,S00325,225,2022-06-12 05:53:00,Ebook,Bangla,301,Professional,0.359
P00355,Bcs Masterclass Practice,Exam Prep,Bcs,Sabbir Rahman,Green Logistics,632.11,481.84,S00452,196,2022-05-25 03:01:00,Ebook,English,604,Elderly,0.872
P00356,Mathematics Guide Pro,Academic,Mathematics,Mohiuddin Khan,Global Supply Co,408.25,314.62,S00047,593,2024-12-10 22:10:00,Ebook,Bangla,676,Professional,0.785
P00357,Bangla Literature Workbook Series,Academic,Bangla Literature,Mala Uddin,National Trade Group,677.89,543.41,S00546,369,2019-12-26 08:51:00,Hardcover,English,67,Professional,0.271
P00358,Accounting Workbook,Business,Accounting,Rashid Uddin,Delta Enterprises,690.6638424741216,465.29,S00437,594,2023-02-25 15:48:00,Hardcover,Bangla,63,Kids,0.356
P00359,Mathematics Masterclass Pro,Academic,Mathematics,Sabbir Khan,Eastern Publishing House,968.81,615.97,S00946,434,2025-12-20 10:32:00,Paperback,English,226,Young,0.402
P00360,Teacher Recruitment Essentials Edition,Exam Prep,Teacher Recruitment,Naila Islam,Prime Books Ltd,1046.99,813.62,S00303,334,2023-11-01 00:08:00,Paperback,Bangla,248,Young,0.389
P00361,Mathematics Essentials Practice,Academic,Mathematics,Ferdous Chowdhury,Royal Books Ltd,806.11,470.89,S00274,137,2021-04-19 08:17:00,Paperback,English,555,Young,0.993
P00362,Romance Complete,Fiction,Romance,Sabbir Rahman,Metro Supply Co,925.17,515.8,S00058,292,2024-12-27 03:28:00,Paperback,Bangla,143,Young,0.668
P00363,Productivity Handbook,Self Help,Productivity,Mala Rahman,Ocean Distributors,350.19,279.04,S00336,119,2022-05-18 16:13:00,Ebook,Bangla,215,Professional,0.743
P00364,Story Books Essentials,Children,Story Books,Amin Khan,Ocean Books Ltd,120.14,95.45,S00124,205,2019-09-09 13:01:00,Paperback,English,700,Kids,0.942
P00365,Chemistry Handbook Edition,Academic,Chemistry,Touhid Sarker,Royal Supply Co,641.86,473.61,S00047,508,2025-07-31 02:35:00,Paperback,English,122,Young,0.832
P00366,Physics Guide Practice,Academic,Physics,Shahana Islam,Metro Publishing House,616.92,380.0,S00280,372,2023-09-18 07:23:00,Paperback,Bangla,66,Professional,0.43
P00367,Mystery Guide,Fiction,Mystery,Sabbir Sarker,Metro Supply Co,219.01,175.11,S00430,33,2025-05-24 10:37:00,Paperback,Bangla,536,Professional,0.45
P00368,Machine Learning Essentials Practice,Programming,Machine Learning,Jalal Chowdhury,Prime Books Ltd,672.89,482.05,S00694,156,2023-06-12 19:00:00,Ebook,Bangla,307,Young,0.465
P00369,Productivity Handbook,Self Help,Productivity,Naila Uddin,Green Distributors,872.34,635.28,S00763,432,2026-01-15 10:40:00,Ebook,Bangla,381,Young,0.233
P00370,Physics Guide Practice,Academic,Physics,Sultana Chowdhury,Global Supply Co,971.49,737.72,S00958,370,2024-06-22 17:08:00,Paperback,Bangla,241,Elderly,0.523
P00371,Rhymes Guide,Children,Rhymes,Rumana Uddin,Royal Trade Group,177.3,107.92,S00383,430,2025-02-28 00:25:00,Paperback,English,82,Young,0.812
P00372,Communication Handbook,Self Help,Communication,Mala Sarker,Green Supply Co,488.66,325.76,S00083,120,2019-04-10 09:11:00,Hardcover,Bangla,747,Professional,0.777
P00373,Activity Books Workbook,Children,Activity Books,Naila Uddin,Royal Trade Group,281.81,217.9,S00229,290,2021-07-07 01:35:00,Ebook,Bangla,716,Young,0.294
P00374,Management Simplified,Business,Management,Mohiuddin Uddin,Royal Distributors,504.99573063937527,311.0,S00707,160,2024-01-29 00:31:00,Hardcover,Bangla,795,Young,0.831
P00375,Entrepreneurship Guide,Business,Entrepreneurship,Riaz Khan,Green Enterprises,1121.26,704.36,S00859,491,2021-01-05 01:38:00,Paperback,Bangla,659,Professional,0.7
P00376,Scientists Complete,Biography,Scientists,Jalal Chowdhury,Green Logistics,744.29,502.04,S00269,314,2023-02-11 23:27:00,Ebook,Bangla,472,Professional,0.53
P00377,Romance Workbook,Fiction,Romance,Mala Uddin,Metro Enterprises,550.84,320.47,S00058,588,2025-03-26 22:35:00,Paperback,English,227,Young,0.776
P00378,Mindfulness Complete,Self Help,Mindfulness,Shahana Islam,Ocean Distributors,321.34,224.37,S00884,398,2025-06-29 14:08:00,Ebook,Bangla,287,Professional,0.471
P00379,Islamic History Masterclass,Religious,Islamic History,Sabbir Sarker,Metro Books Ltd,812.45,500.82,S00660,66,2021-02-03 18:24:00,Paperback,Bangla,375,Young,0.678
P00380,Bank Jobs Essentials Edition,Exam Prep,Bank Jobs,Kamal Uddin,Green Supply Co,517.17,323.11,S00205,275,2019-07-26 09:26:00,Ebook,Bangla,586,Young,0.518
P00381,Activity Books Simplified,Children,Activity Books,Kamal Hossain,Ocean Enterprises,434.43,243.88,S00853,418,2025-12-28 20:48:00,Paperback,English,441,Professional,0.9
P00382,Data Science Simplified Edition,Programming,Data Science,Mohiuddin Sarker,Bright Publishing House,399.37,297.33,S00607,480,2021-01-07 02:24:00,Paperback,Bangla,388,Professional,0.733
P00383,Python Workbook Pro,Programming,Python,Touhid Islam,Eastern Logistics,911.51,568.31,S00426,289,2019-01-27 22:52:00,Ebook,English,77,Professional,0.385
P00384,Prayer Guides Simplified,Religious,Prayer Guides,Rumana Chowdhury,Delta Trade Group,208.75,150.9256708039336,S00027,282,2019-10-28 09:37:00,Paperback,Bangla,96,Young,0.885
P00385,Islamic History Complete,Religious,Islamic History,Rumana Hossain,Eastern Trade Group,782.69,518.64,S00260,583,2022-09-11 13:53:00,Ebook,Bangla,279,Young,0.46
P00386,Physics Guide Edition,Academic,Physics,Sultana Chowdhury,Eastern Trade Group,290.54,228.88,S00940,469,2022-04-23 08:51:00,Ebook,,213,Young,0.884
P00387,English Grammar Masterclass Edition,Academic,English Grammar,Ferdous Uddin,Eastern Enterprises,252.89,171.8,S00227,560,2019-04-17 15:17:00,Paperback,Bangla,282,Young,0.994
P00388,Python Masterclass Practice,Programming,Python,Jalal Sarker,Prime Logistics,1074.65,632.89,S00799,638,2019-04-09 05:35:00,Ebook,Bangla,138,Young,0.272
P00389,Classic Workbook,Fiction,Classic,Sabbir Chowdhury,Delta Distributors,763.32,521.86,S00468,332,2022-01-26 13:04:00,Hardcover,English,433,Young,0.517
P00390,Data Science Simplified Pro,Programming,Data Science,Mala Khan,Delta Trade Group,365.86,259.59,S00424,503,2019-03-11 13:57:00,Ebook,Bangla,599,Professional,0.684
P00391,Entrepreneurs Complete,Biography,Entrepreneurs,Touhid Chowdhury,Eastern Publishing House,740.92,530.72,S00792,353,2024-12-15 09:33:00,Paperback,Bangla,583,Young,0.507
P00392,Islamic History Workbook,Religious,Islamic History,Kamal Sarker,Prime Supply Co,712.52,538.89,S00150,625,2019-01-07 10:15:00,Hardcover,English,592,Professional,0.388
P00393,Web Development Workbook Series,Programming,Web Development,Mohiuddin Uddin,Global Publishing House,613.41,363.86,S00669,392,2020-04-16 20:50:00,Ebook,Bangla,656,Young,0.778
P00394,Algorithms Essentials Series,Programming,Algorithms,Touhid Sarker,Green Trade Group,966.63,728.4,S00345,526,2021-07-19 05:17:00,,Bangla,106,Young,0.816
P00395,Scientists Handbook,Biography,Scientists,Mala Khan,Prime Publishing House,683.96,426.61,S00987,479,2025-02-06 11:15:00,Paperback,Bangla,734,Professional,0.671
P00396,Prayer Guides Handbook,Religious,Prayer Guides,Riaz Sarker,Green Books Ltd,734.39,410.29,S00485,413,2022-08-29 03:26:00,Ebook,Bangla,186,Young,0.804
P00397,Accounting Guide,Business,Accounting,Anika Ahmed,Ocean Supply Co,1038.23,585.7,S00896,165,2026-03-28 06:39:00,Ebook,Bangla,242,Young,0.5
P00398,Chemistry Handbook Series,Academic,Chemistry,Anika Sarker,Delta Logistics,769.030388785441,561.3,S00001,137,2025-02-25 12:39:00,Paperback,English,78,Professional,0.958
P00399,University Admission Essentials Series,Exam Prep,University Admission,Sabbir Ahmed,Global Books Ltd,767.77,496.89,S00244,66,2020-04-11 11:31:00,Hardcover,Bangla,259,Young,0.512
P00400,Activity Books Simplified,Children,Activity Books,Amin Chowdhury,Global Logistics,303.59,220.0,S00262,412,2024-11-02 18:24:00,Hardcover,Bangla,500,Elderly,0.649
P00401,Story Books Masterclass,Children,Story Books,Rumana Ahmed,National Trade Group,197.17,142.49,S00827,290,2025-05-09 04:20:00,Ebook,English,304,Young,0.576
P00402,Management Handbook,Business,Management,Amin Chowdhury,Prime Supply Co,992.41,547.24,S00814,22,2025-11-30 14:40:00,Paperback,Bangla,399,Young,0.581
P00403,Thriller Workbook,Fiction,Thriller,Rashid Uddin,National Enterprises,851.28,535.14,S00086,359,2026-03-13 11:11:00,Paperback,Bangla,345,Young,0.509
P00404,Admission Test Guide Pro,Exam Prep,Admission Test,Naila Khan,Royal Logistics,675.4,545.97,S01000,644,2024-09-05 01:27:00,Paperback,Bangla,246,Young,0.327
P00405,Admission Test Workbook Practice,Exam Prep,Admission Test,Shahana Islam,Metro Enterprises,1034.7,778.84,S00404,229,2021-06-29 16:54:00,Hardcover,English,583,Professional,0.64
P00406,University Admission Complete Series,Exam Prep,University Admission,Mala Sarker,Global Enterprises,1077.01,745.49,S00352,529,2023-05-20 06:33:00,Hardcover,Bangla,301,Kids,0.318
P00407,Prayer Guides Guide,Religious,Prayer Guides,Sultana Khan,Prime Books Ltd,435.02,274.297653747456,S00660,517,2024-01-12 04:47:00,Ebook,,377,Young,0.312
P00408,Entrepreneurship Complete,Business,Entrepreneurship,Jalal Chowdhury,Green Enterprises,1425.62,844.05,S00752,299,2024-01-28 01:51:00,Paperback,Bangla,573,Young,0.794
P00409,Management Handbook,Business,Management,Anika Islam,Ocean Distributors,526.06,418.73,S00382,160,2020-05-29 10:39:00,Paperback,,548,Kids,0.937
P00410,Databases Guide Series,Programming,Databases,Mala Ahmed,National Trade Group,837.45,680.85,S00515,261,2023-11-24 16:21:00,Ebook,Bangla,667,Kids,0.571
P00411,Adventure Complete,Fiction,Adventure,Kamal Rahman,Metro Logistics,767.44,457.65,S00906,624,2023-03-03 00:55:00,Hardcover,Bangla,371,Young,0.395
P00412,Prayer Guides Complete,Religious,Prayer Guides,Jalal Hossain,National Books Ltd,310.01,203.5,S00964,382,2019-07-24 16:58:00,Paperback,Bangla,343,Professional,0.42
P00413,Marketing Complete,Business,Marketing,Kamal Chowdhury,Delta Publishing House,1216.91,973.14,S00358,298,2024-10-22 18:10:00,Hardcover,Bangla,779,Elderly,0.869
P00414,Hadith Simplified,Religious,Hadith,Sultana Ahmed,Prime Supply Co,342.32,240.3,S00674,570,2024-01-20 22:42:00,Hardcover,Bangla,252,Young,0.924
P00415,University Admission Essentials Series,Exam Prep,University Admission,Mala Uddin,Delta Publishing House,879.02,677.33,S00403,22,2023-12-22 22:40:00,Ebook,Bangla,270,Young,0.402
P00416,Bangla Literature Handbook Edition,Academic,Bangla Literature,Naila Chowdhury,National Publishing House,834.55,496.83,S00171,133,2025-05-23 08:55:00,Paperback,English,478,Young,0.473
P00417,Python Workbook Series,Programming,Python,Touhid Khan,National Publishing House,936.59,667.4,S00861,638,2019-10-21 23:03:00,Paperback,Bangla,415,Young,0.229
P00418,Writers Simplified,Biography,Writers,Touhid Chowdhury,Green Distributors,521.95,318.93,S00275,604,2025-11-06 02:33:00,Hardcover,Bangla,200,Young,0.945
P00419,Bcs Workbook Edition,Exam Prep,Bcs,Rumana Chowdhury,National Publishing House,887.1,640.54,S00679,599,2020-06-18 11:03:00,Hardcover,Bangla,808,Young,0.783
P00420,Entrepreneurship Guide,Business,Entrepreneurship,Sultana Sarker,Metro Books Ltd,840.28,680.59,S00301,470,2023-09-14 05:18:00,Hardcover,Bangla,551,Professional,0.223
P00421,Admission Test Complete Practice,Exam Prep,Admission Test,Mala Islam,Bright Distributors,724.71,586.74,S00852,247,2020-02-15 19:42:00,Paperback,Bangla,35,Kids,0.391
P00422,Bank Jobs Masterclass Edition,Exam Prep,Bank Jobs,Naila Uddin,Royal Supply Co,895.01,672.8,S00402,544,2024-03-04 01:53:00,Hardcover,Bangla,533,Professional,0.552
P00423,Thriller Masterclass,Fiction,Thriller,Anika Ahmed,Green Books Ltd,288.91,223.69,S00625,229,2020-04-25 09:39:00,Ebook,English,561,Young,0.223
P00424,Short Stories Handbook,Fiction,Short Stories,Anika Islam,Metro Supply Co,707.85,518.97,S00240,617,2025-01-09 13:42:00,Hardcover,English,484,Professional,0.47
P00425,Teacher Recruitment Handbook Edition,Exam Prep,Teacher Recruitment,Amin Hossain,Eastern Publishing House,1192.76,794.08,S00950,626,2021-09-10 20:13:00,Paperback,Bangla,224,Young,0.618
P00426,Activity Books Essentials,Children,Activity Books,Kamal Rahman,Global Publishing House,228.44,161.38,S00548,404,2023-09-14 23:21:00,Hardcover,Bangla,398,Professional,0.449
P00427,Physics Essentials Edition,Academic,Physics,Rashid Hossain,Delta Publishing House,462.28,274.83,S00084,300,2022-07-06 22:51:00,Hardcover,Bangla,339,Young,0.439
P00428,Thriller Essentials,Fiction,Thriller,Shahana Islam,Delta Supply Co,309.29,246.41,S00431,57,2025-03-27 17:45:00,Ebook,Bangla,793,Young,0.339
P00429,Productivity Guide,Self Help,Productivity,Mala Ahmed,Green Distributors,714.43,492.9,S00497,74,2022-01-02 22:54:00,Ebook,Bangla,719,Professional,0.241
P00430,Admission Test Simplified Practice,Exam Prep,Admission Test,Touhid Islam,Global Logistics,721.49,462.47,S00102,525,2024-02-11 04:10:00,Paperback,Bangla,66,Young,0.225
P00431,Rhymes Handbook,Children,Rhymes,Sultana Khan,National Logistics,258.84,170.92,S00612,35,2025-04-16 13:09:00,Ebook,English,701,Professional,0.875
P00432,Bcs Handbook Pro,Exam Prep,Bcs,Naila Islam,Metro Distributors,439.06,284.21,S00117,346,2021-04-27 02:07:00,Paperback,Bangla,402,Young,0.485
P00433,Marketing Handbook,Business,Marketing,Kamal Islam,Ocean Publishing House,322.01,215.8,S00314,272,2025-03-24 21:06:00,Hardcover,Bangla,255,Young,0.704
P00434,Coloring Books Complete,Children,Coloring Books,Ferdous Chowdhury,Ocean Enterprises,127.28,210.64631761031802,S00362,510,2025-12-08 00:19:00,Hardcover,English,33,Kids,0.247
P00435,Coloring Books Simplified,Children,Coloring Books,Ferdous Khan,National Enterprises,293.44,182.51,S00721,19,2023-07-09 14:57:00,Ebook,Bangla,558,Young,0.878
P00436,Marketing Essentials,Business,Marketing,Naila Rahman,Prime Distributors,341.18,211.8,S00552,77,2019-04-16 02:11:00,Ebook,English,233,Professional,0.75
P00437,Habit Building Masterclass,Self Help,Habit Building,Mala Uddin,Global Supply Co,859.29,640.28,S00957,325,2022-04-06 12:28:00,Paperback,Bangla,54,Kids,0.421
P00438,University Admission Essentials Series,Exam Prep,University Admission,Shahana Islam,Green Books Ltd,857.82,576.2,S00225,599,2024-07-21 05:19:00,Ebook,Bangla,556,Professional,0.974
P00439,University Admission Essentials Edition,Exam Prep,University Admission,Shahana Rahman,Green Supply Co,347.26,281.41,S00525,57,2020-02-11 16:01:00,Hardcover,Bangla,386,Young,0.398
P00440,Admission Test Masterclass Practice,Exam Prep,Admission Test,Anika Sarker,Global Books Ltd,438.06,286.52,S00350,523,2021-10-27 17:47:00,Ebook,English,838,Elderly,0.889
P00441,Romance Masterclass,Fiction,Romance,Riaz Sarker,Bright Logistics,560.23,327.44,S00367,73,2023-05-01 23:31:00,Hardcover,English,732,Young,0.359
P00442,Python Handbook Series,Programming,Python,Amin Islam,Ocean Distributors,848.3,645.18,S00514,240,2025-04-22 14:49:00,Hardcover,Bangla,302,Young,0.88
P00443,Mindfulness Workbook,Self Help,Mindfulness,Kamal Sarker,Royal Supply Co,658.55,428.36,S00261,67,2025-07-02 07:08:00,Paperback,Bangla,32,Young,0.778
P00444,Prayer Guides Essentials,Religious,Prayer Guides,Mala Khan,Global Distributors,472.55,267.48,S00512,98,2025-09-22 04:04:00,Ebook,English,574,Professional,0.69
P00445,Romance Complete,Fiction,Romance,Rashid Islam,Royal Publishing House,808.09,613.48,S00559,340,2023-03-22 20:10:00,,Bangla,689,Professional,0.246
P00446,Mystery Essentials,Fiction,Mystery,Ferdous Hossain,Royal Supply Co,463.9,272.73,S00529,570,2024-10-22 03:10:00,,Bangla,800,Professional,0.967
P00447,Romance Simplified,Fiction,Romance,Jalal Khan,Bright Logistics,769.37,473.22,S00922,278,2024-07-27 19:33:00,Paperback,Bangla,446,Professional,0.801
P00448,Prayer Guides Workbook,Religious,Prayer Guides,Naila Rahman,Delta Distributors,432.66,322.14,S00251,104,2024-07-31 08:54:00,Paperback,English,513,Young,0.56
P00449,Entrepreneurship Masterclass,Business,Entrepreneurship,Sabbir Khan,Prime Supply Co,759.89,573.9,S00752,291,2022-10-19 10:48:00,Paperback,English,746,Young,0.902
P00450,Admission Test Workbook Pro,Exam Prep,Admission Test,Jalal Islam,Green Supply Co,703.52,436.22,S00264,309,2021-11-24 13:03:00,Ebook,Bangla,366,Kids,0.44
P00451,Mystery Workbook,Fiction,Mystery,Rashid Islam,Prime Enterprises,200.14,150.44,S00561,230,2024-09-01 13:53:00,Hardcover,Bangla,448,Professional,0.936
P00452,Chemistry Workbook Series,Academic,Chemistry,Sabbir Ahmed,Green Supply Co,835.99,511.55,S00502,559,2024-08-18 10:18:00,Ebook,Bangla,273,Elderly,0.825
P00453,Python Workbook Pro,Programming,Python,Sabbir Hossain,Ocean Trade Group,581.58,365.53,S00426,307,2019-07-19 00:07:00,Ebook,Bangla,285,Young,0.852
P00454,Rhymes Handbook,Children,Rhymes,Rumana Sarker,Delta Logistics,169.24,117.36,S00598,292,2022-08-04 14:36:00,Paperback,English,717,Professional,0.857
P00455,Mystery Masterclass,Fiction,Mystery,Ferdous Sarker,Bright Books Ltd,442.65,295.49,S00298,165,2025-08-15 16:56:00,Paperback,Bangla,842,Young,0.298
P00456,Habit Building Guide,Self Help,Habit Building,Touhid Islam,National Distributors,231.29,141.92,S00339,581,2025-11-04 14:05:00,Ebook,Bangla,173,Professional,0.753
P00457,Habit Building Workbook,Self Help,Habit Building,Ferdous Chowdhury,National Books Ltd,224.83,173.68,S00886,327,2023-09-30 05:43:00,Paperback,Bangla,801,Professional,0.786
P00458,Quran Studies Guide,Religious,Quran Studies,Mala Islam,Ocean Logistics,741.01,580.89,S00802,278,2021-05-06 10:06:00,Ebook,Bangla,820,Elderly,0.695
P00459,Bangla Literature Simplified Series,Academic,Bangla Literature,Rumana Hossain,Bright Enterprises,1079.07,700.73,S00554,447,2019-12-01 01:21:00,Hardcover,Bangla,725,Young,0.251
P00460,Finance Guide,Business,Finance,Shahana Chowdhury,Bright Distributors,1440.72,797.72,S00942,523,2019-08-13 21:20:00,Ebook,Bangla,47,Young,0.89
P00461,Quran Studies Guide,Religious,Quran Studies,Sabbir Khan,Bright Books Ltd,579.15,383.58,S00482,492,2021-02-10 16:19:00,Paperback,,60,Young,0.326
P00462,Picture Books Masterclass,Children,Picture Books,Jalal Hossain,National Supply Co,342.8,261.94,S00380,68,2021-07-07 12:04:00,Ebook,,86,Young,0.577
P00463,Scientists Masterclass,Biography,Scientists,Ferdous Khan,Royal Enterprises,402.54,232.87,S00837,506,2019-05-13 05:49:00,Hardcover,Bangla,476,Elderly,0.604
P00464,Bangla Literature Guide Practice,Academic,Bangla Literature,Kamal Hossain,Royal Publishing House,802.46,626.47,S00290,255,2023-04-14 21:52:00,Paperback,Bangla,134,Young,0.603
P00465,Picture Books Essentials,Children,Picture Books,Riaz Uddin,National Supply Co,252.41,165.45,S00109,153,2020-02-24 04:53:00,Ebook,Bangla,748,Young,0.934
P00466,Islamic History Handbook,Religious,Islamic History,Jalal Rahman,Green Supply Co,438.82,339.21,S00736,371,2025-02-28 20:15:00,Ebook,Bangla,608,Young,0.794
P00467,Hadith Essentials,Religious,Hadith,Sultana Rahman,Royal Logistics,275.18,477.5005617028416,S00192,38,2024-02-20 18:26:00,Hardcover,Bangla,142,Professional,0.209
P00468,Bank Jobs Essentials Pro,Exam Prep,Bank Jobs,Shahana Hossain,Prime Books Ltd,735.68,479.14,S00782,622,2022-07-24 04:27:00,Ebook,English,606,Professional,0.863
