sales_id,supplier_id,customer_id,product_id,store_id,sales_date,quantity,unit_price,discount,total_amount,payment_method,sales_channel,reader_group,category
SLS000974,S00947,C00602,P00912,ST00595,2025-09-21,1,388.13,0.19,314.39,Bkash,Online,Kids,Self Help
SLS000975,S00947,C00281,P00912,ST00114,2024-11-13,2,388.13,0.02,760.73,Cash,Online,Young,Self Help
SLS000976,S00883,C00441,P00921,ST00613,2024-08-20,1,390.72,0.03,379.0,Nagad,Online,Professional,Self Help
SLS000977,S00001,C00708,P00398,ST00999,2026-03-26,1,840.14,0.05,798.13,Rocket,In-Store,Young,Academic
SLS000978,S00656,C00627,P00470,ST00114,2024-01-31,2,718.78,0.03,1394.43,Rocket,Online,Young,Fiction
SLS000979,S00486,C00449,P00831,ST00456,2025-07-25,3,242.8,0.06,684.7,Cash,In-Store,Young,Children
SLS000980,S00712,C00260,P00126,ST00918,2024-03-28,3,984.18,0.13,2568.71,Bkash,Online,Young,Academic
SLS000981,S00089,C00114,P00120,ST00932,2024-01-04,1,440.81,0.12,387.91,Nagad,Online,Young,Fiction
SLS000982,S00024,C00845,P00922,ST00031,2024-04-02,2,540.22,0.07,1004.81,Bkash,,Young,Biography
SLS000983,S00945,C00824,P00034,ST00804,2025-05-17,1,215.45,0.05,204.68,Bkash,In-Store,Professional,Children
SLS000984,S00607,C00610,P00382,ST00227,2024-09-24,2,399.37,0.19,646.98,Rocket,Online,Young,Programming
SLS000985,S00590,C00568,P00199,ST00739,2025-09-09,1,396.19,0.03,384.3,Bkash,Online,Professional,Fiction
SLS000986,S00782,C00135,P00091,ST00339,2026-05-07,1,486.61,0.05,462.28,Card,App,Young,Exam Prep
SLS000987,S00381,C00444,P00972,ST00215,2024-02-05,2,1090.41,0.14,1875.51,Cash,Online,Professional,Exam Prep
SLS000988,S00590,C00478,P00173,ST00452,2025-07-08,2,261.5,0.05,496.85,Bkash,In-Store,Young,Fiction
SLS000989,S00314,C00459,P00433,ST00164,2026-03-24,3,322.01,0.06,908.07,Bkash,App,Young,Business
SLS000990,S00135,C00241,P00253,ST00406,2024-04-19,3,888.27,0.12,2345.03,Rocket,Online,Young,Religious
SLS000991,S00122,C00123,P00488,ST00377,2025-01-08,2,401.94,0.05,763.69,Nagad,Online,Professional,Fiction
SLS000992,S00154,C00935,P00769,ST00960,2024-03-03,3,972.46,0.02,2859.03,Cash,Online,Young,Fiction
SLS000993,S00151,C00553,P00666,ST00521,2024-04-06,3,431.95,0.0,1295.85,,,Young,Children
SLS000994,S00412,C00865,P00571,ST00688,2026-05-16,1,1091.67,0.03,1058.92,,In-Store,Young,Exam Prep
SLS000995,S00186,C00672,P00506,ST00164,2024-08-11,1,130.5,0.05,123.98,Cash,Online,Young,Children
SLS000996,S00951,C00824,P00138,ST00997,2024-06-02,2,261.46,0.07,486.32,Bkash,Online,Professional,Religious
SLS000997,S00262,C00214,P00400,ST00482,2026-03-10,1,303.59,0.11,270.2,Bkash,Online,Professional,Children
SLS000998,S00125,C00105,P00906,ST00072,2024-08-29,4,174.79,0.05,664.2,Card,In-Store,Young,Children
SLS000999,S00350,C00610,P00826,ST00597,2024-09-05,2,1077.8,0.07,2004.71,Bkash,In-Store,Young,Exam Prep
SLS001000,S00316,C00544,P00070,ST00305,2026-01-21,1,1104.1,0.15,938.48,Rocket,Online,Young,Academic
SLS001001,S00391,C00095,P00844,ST00278,2025-11-08,2,572.11,0.08,1052.68,Nagad,Online,Elderly,Programming
SLS001002,S00097,C00608,P00834,ST00304,2025-05-10,2,249.32,0.08,458.75,Card,App,Young,Children
SLS001003,S00274,C00179,P00806,ST00430,2024-07-21,1,990.44,0.07,921.11,Rocket,App,Professional,Academic
SLS001004,S00800,C00108,P00821,ST00273,2025-12-12,1,264.39,0.1,237.95,Cash,Online,Professional,Academic
SLS001005,S00119,C00985,P00983,ST00775,2025-08-16,3,510.81,0.05,1455.81,Cash,In-Store,Kids,Business
SLS001006,S00639,C00551,P00060,ST00167,2025-05-24,1,531.5,0.03,515.55,Card,App,Professional,Programming
SLS001007,S00607,C00327,P00382,ST00135,2024-11-27,1,399.37,0.09,363.43,Card,Online,Professional,Programming
SLS001008,S00616,C00098,P00968,ST00097,2024-04-17,2,752.71,0.14,1294.66,Cash,Online,Professional,Exam Prep
SLS001009,S00668,C00919,P00552,ST00393,2025-06-03,1,714.45,0.03,693.02,Card,Online,Young,Fiction
SLS001010,S00665,C00945,P00688,ST00105,2025-12-18,2,370.25,0.16,622.02,Bkash,Online,Young,Fiction
SLS001011,S00058,C00258,P00362,ST00027,2024-03-27,3,925.17,0.05,2636.73,Card,Online,Young,Fiction
SLS001012,S00013,C00433,P00213,ST00279,2024-05-23,4,879.2,0.05,3340.96,Cash,App,Young,Religious
SLS001013,S00317,C00644,P00977,ST00979,2026-02-25,1,314.72,0.03,305.28,Nagad,App,Professional,Academic
SLS001014,S00058,C00111,P00362,ST00014,2026-02-10,4,925.17,0.07,3441.63,Bkash,In-Store,Young,Fiction
SLS001015,S00688,C00530,P00560,ST00058,2025-06-15,2,283.82,0.04,544.93,Nagad,App,Young,Programming
SLS001016,S00545,C00217,P00241,ST00570,2025-02-13,2,449.89,0.05,854.79,Card,App,Professional,Children
SLS001017,S00692,C00224,P00966,ST00482,2024-01-04,1,928.67,0.05,882.24,Nagad,In-Store,Professional,Programming
SLS001018,S00902,C00599,P00255,ST00097,2026-03-25,1,721.13,0.03,699.5,Rocket,App,Young,Academic
SLS001019,S00320,C00307,P00914,ST00890,2025-05-14,2,592.38,0.03,1149.22,Card,App,Young,Fiction
SLS001020,S00273,C00546,P00290,ST00664,2024-03-12,2,1065.93,0.08,1961.31,Bkash,Online,Professional,Exam Prep
SLS001021,S00831,C00262,P00946,ST00479,2024-11-19,2,168.94,0.05,320.99,Nagad,App,Young,Children
SLS001022,S00280,C00481,P00366,ST00523,2026-01-15,1,616.92,0.03,598.41,Bkash,App,Professional,Academic
SLS001023,S00854,C00936,P00874,ST00791,2026-03-19,1,801.21,0.05921153854767618,753.77,Card,Online,Young,Religious
SLS001024,S00502,C00478,P00603,ST00092,2025-07-22,2,465.29,0.0,930.58,Card,In-Store,Young,Academic
SLS001025,S00421,C00495,P00119,ST00928,2024-05-03,1,1150.55,0.18,943.45,Bkash,Online,Professional,Academic
SLS001026,S00740,C00487,P00294,ST00105,2024-05-23,2,866.79,0.08,1594.89,,Online,Professional,Business
SLS001027,S00839,C00859,P00763,ST00439,2024-10-25,2,417.02,0.04,800.68,Nagad,In-Store,Professional,Biography
SLS001028,S00026,C00682,P00674,ST00236,2025-11-11,1,1313.49,0.12,1155.87,Cash,Online,Young,Business
SLS001029,S00452,C00027,P00355,ST00656,2025-11-13,2,632.11,0.05,1201.01,Cash,In-Store,Professional,Exam Prep
SLS001030,S00989,C00117,P00200,ST00840,2025-10-30,3,377.55,0.07,1053.36,Card,In-Store,Young,Business
SLS001031,S00097,C00574,P00834,ST00605,2024-07-20,2,249.32,0.05,473.71,Bkash,Online,Young,Children
SLS001032,S00824,C00764,P00624,ST00213,2024-10-05,1,398.94,0.03410763259692318,385.33,Bkash,In-Store,Young,Children
SLS001033,S00665,C00116,P00688,ST00775,2024-10-06,4,370.25,0.03,1436.57,Cash,App,Young,Fiction
SLS001034,S00788,C00497,P00476,ST00939,2025-10-12,3,650.65,0.12,1717.72,Bkash,Online,Young,Academic
SLS001035,S00768,C00642,P00351,ST00152,2025-11-19,1,487.93,0.14,419.62,Nagad,Online,Young,Exam Prep
SLS001036,S00853,C00397,P00381,ST00241,2024-01-27,4,434.43,0.1,1563.95,Rocket,Online,Young,Children
SLS001037,S00651,C00692,P00035,ST00508,2025-09-28,4,834.86,0.15,2838.52,Rocket,Online,Young,Self Help
SLS001038,S00878,C00341,P00943,ST00735,2024-11-17,2,358.79,0.03,696.05,Bkash,In-Store,Young,Business
SLS001039,S00047,C00623,P00365,ST00119,2025-03-29,3,641.86,0.07,1790.79,Rocket,Online,Kids,Academic
SLS001040,S00268,C00768,P00480,ST00046,2025-02-21,1,398.43,0.09,362.57,Bkash,In-Store,Young,Programming
SLS001041,S00047,C00957,P00356,ST00551,2026-05-24,3,408.25,0.06,1151.26,Cash,Online,Young,Academic
SLS001042,S00452,C00639,P00355,ST00791,2025-05-08,3,632.11,0.15,1611.88,Rocket,In-Store,Young,Exam Prep
SLS001043,S00106,C00350,P00691,ST00284,2026-01-07,1,337.38,0.15,286.77,Cash,Online,Young,Business
SLS001044,S00835,C00724,P00676,ST00570,2026-03-03,2,689.01,0.0,1378.02,Card,App,Professional,Exam Prep
SLS001045,S00618,C00808,P00816,ST00798,2026-05-27,3,955.0,0.09,2607.15,,Online,Young,Exam Prep
SLS001046,S00574,C00410,P00079,ST00030,2025-08-13,2,836.65,0.11,1489.24,Bkash,Online,Young,Exam Prep
SLS001047,S00312,C00358,P00876,ST00322,2026-04-25,1,370.45,0.09,337.11,Bkash,Online,Professional,Exam Prep
SLS001048,S00096,C00151,P00956,ST00290,2025-06-13,2,953.72,0.06,1792.99,Bkash,In-Store,Young,Fiction
SLS001049,S00274,C00677,P00988,ST00717,2024-11-25,1,448.09,0.04,430.17,Cash,App,Young,Academic
SLS001050,S00369,C00443,P00134,ST00657,2025-12-25,3,558.57,0.04,1608.68,Cash,In-Store,Young,Exam Prep
SLS001051,S00433,C00132,P00483,ST00829,2024-09-28,2,266.72,0.0,533.44,Card,In-Store,Elderly,Children
SLS001052,S00638,C00558,P00939,ST00529,2026-05-09,3,897.49,0.0754043062862281,2489.45,Cash,In-Store,Young,Programming
SLS001053,S00495,C00991,P00762,ST00218,2025-01-31,2,576.8,0.15,980.56,Cash,Online,Young,Academic
SLS001054,S00797,C00048,P00066,ST00414,2024-07-24,3,570.33,0.08,1574.11,Card,In-Store,Young,Self Help
SLS001055,S00417,C00510,P00871,ST00378,2025-09-05,2,293.84,0.07,546.54,Rocket,Online,Young,Exam Prep
SLS001056,S00123,C00939,P00842,ST00658,2024-08-05,2,675.28,0.05,1283.03,Nagad,App,Professional,Programming
SLS001057,S00507,C00959,P00785,ST00952,2024-12-26,3,1125.52,0.09,3072.67,Card,App,Young,Academic
SLS001058,S00382,C00339,P00409,ST00438,2025-04-21,1,526.06,0.0,526.06,Card,Online,Professional,Business
SLS001059,S00248,C00170,P00635,ST00630,2025-03-03,3,724.19,0.06,2042.22,Rocket,Online,Young,Exam Prep
SLS001060,S00835,C00416,P00720,ST00166,2024-04-13,2,739.48,0.0,1478.96,Nagad,In-Store,Young,Exam Prep
SLS001061,S00345,C00313,P00394,ST00562,2024-05-23,3,966.63,0.01,2870.89,Nagad,In-Store,Young,Programming
SLS001062,S00680,C00477,P00788,ST00721,2024-03-12,3,350.66,0.07,978.34,Nagad,In-Store,Young,Religious
SLS001063,S00309,C00591,P00269,ST00758,2025-06-28,3,206.33,0.03,600.42,Cash,In-Store,Kids,Religious
SLS001064,S00811,C00770,P00188,ST00973,2026-06-04,1,208.5,0.05,198.08,Cash,Online,Professional,Religious
SLS001065,S00302,C00635,P00861,ST00987,2025-07-25,1,846.68,0.06,795.88,Card,In-Store,Young,Fiction
SLS001066,S00047,C00894,P00339,ST00497,2025-05-13,1,682.26,0.12,600.39,Bkash,Online,Young,Academic
SLS001067,S00561,C00739,P00062,ST00859,2026-02-03,3,850.87,0.02,2501.56,Rocket,In-Store,Young,Fiction
SLS001068,S00798,C00513,P00838,ST00731,2024-01-23,1,712.32,0.06,669.58,Card,Online,Professional,Programming
SLS001069,S00773,C00118,P00803,ST00505,2024-03-17,2,1318.57,0.18,2162.45,Nagad,Online,Professional,Business
SLS001070,S00274,C00808,P00806,ST00031,2026-06-03,3,990.44,0.07,2763.33,Nagad,App,Young,Academic
SLS001071,S00384,C00717,P00340,ST00976,2026-03-14,2,424.53,0.04,815.1,Nagad,In-Store,Young,Children
SLS001072,S00320,C00333,P00607,ST00962,2025-05-10,2,651.04,0.11,1158.85,Nagad,,Kids,Fiction
SLS001073,S00040,C00231,P00018,ST00499,2024-03-17,1,458.58,0.09,417.31,Bkash,App,Young,Fiction
SLS001074,S00143,C00657,P00002,ST00330,2024-06-18,3,518.21,0.11,1383.62,Nagad,In-Store,Young,Business
SLS001075,S00758,C00084,P00256,ST00104,2025-10-27,1,602.11,0.1,541.9,Nagad,App,Young,Biography
SLS001076,S00638,C00792,P00523,ST00049,2024-07-24,1,824.45,0.05,783.23,Bkash,App,Professional,Programming
SLS001077,S00883,C00226,P00604,ST00798,2025-06-09,2,957.56,0.03,1857.67,Cash,In-Store,Young,Self Help
SLS001078,S00973,C00589,P00139,ST00391,2025-11-07,1,302.65,0.12,266.33,Bkash,Online,Young,Fiction
SLS001079,S00817,C00301,P00869,ST00546,2024-12-28,3,933.66,0.19,2268.79,Bkash,Online,Young,Self Help
SLS001080,S00994,C00473,P00958,ST00288,2025-02-24,2,648.19,0.08,1192.67,Nagad,Online,Young,Academic
SLS001081,S00637,C00805,P00125,ST00601,2026-04-04,2,390.68,0.05,742.29,Cash,Online,Young,Fiction
SLS001082,S00663,C00284,P00829,ST00755,2026-05-25,2,584.57,0.12,1028.84,Cash,Online,Young,Fiction
SLS001083,S00831,C00029,P00616,ST00888,2025-02-11,2,352.43,0.19,570.94,Card,Online,Professional,Children
SLS001084,S00232,C00077,P00499,ST00480,2024-07-01,2,439.91,0.11,783.04,Nagad,Online,Professional,Fiction
SLS001085,S00225,C00071,P00485,ST00286,2024-01-23,3,896.9,0.09,2448.54,Bkash,Online,Young,Exam Prep
SLS001086,S00922,C00457,P00753,ST00073,2024-06-10,2,856.97,0.12,1508.27,Card,Online,Professional,Fiction
SLS001087,S00640,C00083,P00211,ST00853,2025-04-09,2,720.14,0.0,1440.28,Nagad,Online,Professional,Exam Prep
SLS001088,S00767,C00408,P00612,ST00853,2026-05-24,3,1111.31,0.01,3300.59,Bkash,In-Store,Young,Exam Prep
SLS001089,S00727,C00697,P00258,ST00337,2025-04-20,2,524.63,0.03,1017.78,Bkash,App,Professional,Exam Prep
SLS001090,S00407,C00882,P00093,ST00197,2026-05-27,3,1003.0,0.07,2798.37,Bkash,In-Store,Young,Programming
SLS001091,S00976,C00220,P00553,ST00664,2025-10-26,3,1099.1,0.05,3132.43,Nagad,App,Young,Academic
SLS001092,S00093,C00879,P00264,ST00751,2024-03-13,2,322.79,0.0,645.58,Cash,Online,Professional,Academic
SLS001093,S00348,C00978,P00746,ST00716,2024-11-15,2,420.89,0.07,782.86,Cash,In-Store,Professional,Business
SLS001094,S00927,C00626,P00653,ST00068,2025-06-03,1,429.05,0.13,373.27,Nagad,Online,Young,Fiction
SLS001095,S00833,C00740,P00225,ST00983,2024-03-07,4,340.04,0.02,1332.96,Cash,In-Store,Young,Self Help
SLS001096,S00896,C00477,P00864,ST00525,2024-01-18,1,481.49,0.03,467.05,Card,In-Store,Young,Business
SLS001097,S00011,C00072,P00346,ST00596,2024-11-08,1,306.87,0.05,291.53,Card,In-Store,Kids,Academic
SLS001098,S00436,C00961,P00714,ST00042,2026-03-09,4,803.85,0.19,2604.47,Bkash,Online,Young,Fiction
SLS001099,S00860,C00947,P00263,ST00015,2025-06-22,3,791.34,0.12,2089.14,Nagad,Online,Young,Academic
SLS001100,S00432,C00318,P00202,ST00118,2025-04-12,2,1361.56,0.08,2505.27,Nagad,In-Store,Professional,Business
SLS001101,S00276,C00193,P00863,ST00373,2025-05-01,2,364.63,0.08,670.92,Card,In-Store,Professional,Children
SLS001102,S00995,C00061,P00918,ST00940,2025-05-01,1,845.79,0.12,744.3,Cash,Online,Young,Religious
SLS001103,S00713,C00491,P00352,ST00721,2026-01-26,3,985.29,0.08062383973720544,2717.56,Rocket,Online,Young,Academic
SLS001104,S00041,C00929,P00315,ST00999,2024-10-12,1,270.16,0.12,237.74,Cash,Online,Young,Fiction
SLS001105,S00124,C00039,P00706,ST00670,2024-08-29,2,145.22,0.12,255.59,Nagad,Online,Young,Children
SLS001106,S00324,C00608,P00227,ST00093,2024-09-10,1,413.43,0.02,405.16,Cash,In-Store,Young,Business
SLS001107,S00016,C00840,P00866,ST00686,2025-05-23,2,441.76,0.06,830.51,Bkash,Online,Professional,Fiction
SLS001108,S00925,C00376,P00012,ST00633,2024-08-27,3,1241.11,0.06,3499.93,Bkash,In-Store,Young,Business
SLS001109,S00126,C00609,P00150,ST00881,2026-05-21,2,1056.18,0.1,1901.12,Bkash,In-Store,Professional,Academic
SLS001110,S00712,C00441,P00126,ST00524,2025-09-07,1,984.18,0.02,964.5,Bkash,Online,Professional,Academic
SLS001111,S00184,C00061,P00317,ST00235,2024-10-07,3,934.84,0.09,2552.11,Cash,Online,Young,Programming
SLS001112,S00899,C00498,P00868,ST00726,2024-08-20,1,1130.73,0.06,1062.89,Cash,App,Professional,Business
SLS001113,S00303,C00088,P00642,ST00747,2025-01-24,1,1165.27,0.06,1095.35,Bkash,App,Professional,Exam Prep
SLS001114,S00256,C00684,P00115,ST00496,2026-02-06,2,813.93,0.06,1530.19,Nagad,App,Young,Fiction
SLS001115,S00488,C00307,P00086,ST00089,2026-06-06,2,319.21,0.04,612.88,Bkash,In-Store,Young,Academic
SLS001116,S00298,C00806,P00286,ST00395,2025-04-20,1,954.83,0.1,859.35,Bkash,App,Young,Fiction
SLS001117,S00617,C00584,P00621,ST00841,2024-05-08,2,165.73,0.19,268.48,Rocket,Online,Young,Children
SLS001118,S00571,C00938,P00597,ST00290,2024-02-08,1,490.46,0.14,421.8,Card,Online,Professional,Fiction
SLS001119,S00089,C00740,P00120,ST00725,2025-05-27,3,440.81,0.10727917917291893,1180.56,Card,Online,Young,Fiction
SLS001120,S00839,C00729,P00763,ST00241,2025-07-10,4,417.02,0.04,1601.36,Cash,In-Store,Young,Biography
SLS001121,S00248,C00302,P00635,ST00315,2024-11-26,1,724.19,0.08,666.25,Nagad,Online,Young,Exam Prep
SLS001122,S00119,C00439,P00983,ST00323,2026-03-05,2,510.81,0.02,1001.19,Cash,In-Store,Young,Business
SLS001123,S00668,C00750,P00552,ST00128,2024-02-11,4,714.45,0.08,2629.18,Cash,Online,Young,Fiction
SLS001124,S00495,C00725,P00327,ST00335,2024-10-01,2,958.72,0.07,1783.22,Cash,In-Store,Professional,Academic
SLS001125,S00637,C00691,P00125,ST00717,2025-11-10,2,390.68,0.030960079278122856,757.17,Card,App,Professional,Fiction
SLS001126,S00995,C00007,P00918,ST00381,2024-08-05,4,845.79,0.08,3112.51,Bkash,In-Store,Young,Religious
SLS001127,S00521,C00016,P00043,ST00286,2024-06-26,1,544.93,0.0,544.93,Cash,Online,Professional,Academic
SLS001128,S00279,C00064,P00348,ST00694,2025-10-14,2,455.11,0.17,755.48,Bkash,Online,Professional,Exam Prep
SLS001129,S00505,C00028,P00528,ST00497,2026-03-07,1,679.94,0.13,591.55,Bkash,Online,Young,Fiction
SLS001130,S00404,C00776,P00569,ST00417,2024-06-13,3,329.76,0.04,949.71,Cash,In-Store,Young,Exam Prep
SLS001131,S00566,C00542,P00582,ST00791,2025-01-08,2,394.71,0.11,702.58,Cash,Online,Professional,Business
SLS001132,S00107,C00499,P00721,ST00364,2026-05-20,1,915.6,0.06,860.66,Card,In-Store,Professional,Fiction
SLS001133,S00369,C00085,P00134,ST00524,2024-05-09,2,558.57,0.05,1061.28,Nagad,App,Professional,Exam Prep
SLS001134,S00485,C00777,P00723,ST00032,2024-05-03,4,484.91,0.15,1648.69,Bkash,Online,Young,Religious
SLS001135,S00427,C00092,P00891,ST00325,2024-08-07,3,603.12,0.14,1556.05,Cash,Online,Young,Programming
SLS001136,S00945,C00220,P00034,ST00227,2025-03-04,1,215.45,0.11,191.75,,Online,Young,Children
SLS001137,S00709,C00822,P00040,ST00880,2026-01-13,3,631.08,0.09,1722.85,Card,App,Young,Religious
SLS001138,S00618,C00691,P00990,ST00021,2025-01-23,2,900.8,0.1,1621.44,Nagad,Online,Professional,Exam Prep
SLS001139,S00838,C00091,P00311,ST00693,2024-11-29,3,1090.79,0.05,3108.75,Rocket,In-Store,Young,Programming
SLS001140,S00426,C00071,P00453,ST00751,2026-01-28,1,581.58,0.12,511.79,,Online,Young,Programming
SLS001141,S00936,C00402,P00309,ST00318,2024-08-16,2,712.22,0.08,1310.48,Rocket,Online,Young,Religious
SLS001142,S00699,C00599,P00556,ST00245,2024-11-22,2,1403.05,0.05,2665.79,Cash,In-Store,Young,Business
SLS001143,S00096,C00245,P00715,ST00155,2024-08-10,1,780.99,0.13,679.46,Nagad,Online,Professional,Fiction
SLS001144,S00495,C00582,P00762,ST00264,2024-04-08,2,576.8,0.07,1072.85,Bkash,App,Young,Academic
SLS001145,S00452,C00355,P00355,ST00907,2025-06-04,2,632.11,0.11,1125.16,Bkash,Online,Young,Exam Prep
SLS001146,S00950,C00585,P00257,ST00040,2026-05-15,1,880.35,0.05,836.33,,In-Store,Professional,Exam Prep
SLS001147,S00298,C00729,P00546,ST00438,2024-08-17,2,219.75,0.03,426.32,,App,Young,Fiction
SLS001148,S00426,C00847,P00383,ST00252,2024-03-05,1,911.51,0.11,811.24,Nagad,Online,Professional,Programming
SLS001149,S00909,C00193,P00623,ST00687,2026-04-15,2,969.87,0.12,1706.97,Cash,In-Store,Professional,Academic
SLS001150,S00192,C00084,P00614,ST00319,2024-04-04,1,299.81,0.0,299.81,,,Young,Religious
SLS001151,S00020,C00117,P00896,ST00331,2024-02-14,1,767.76,0.17,637.24,,Online,Young,Programming
SLS001152,S00982,C00165,P00004,ST00053,2025-10-19,1,537.49,0.05,510.62,Cash,In-Store,Professional,Academic
SLS001153,S00937,C00320,P00108,ST00903,2024-05-19,2,241.26,0.14,414.97,Cash,Online,Professional,Children
SLS001154,S00193,C00025,P00791,ST00503,2026-06-08,2,741.88,0.07,1379.9,,In-Store,Young,Biography
SLS001155,S00993,C00836,P00583,ST00066,2025-01-18,1,430.14,0.07,400.03,Bkash,In-Store,Young,Programming
SLS001156,S00055,C00852,P00068,ST00744,2025-08-21,2,324.27,0.05,616.11,Nagad,Online,Young,Academic
SLS001157,S00449,C00715,P00942,ST00776,2024-07-04,1,270.04,0.1,243.04,Bkash,In-Store,Kids,Children
SLS001158,S00927,C00353,P00653,ST00441,2024-07-08,2,429.05,0.02,840.94,Card,In-Store,Young,Fiction
SLS001159,S00508,C00708,P00482,ST00978,2025-11-26,2,265.93,0.03,515.9,Cash,Online,Young,Religious
SLS001160,S00791,C00572,P00784,ST00215,2025-03-31,2,733.65,0.0,1467.3,Bkash,Online,Professional,Religious
SLS001161,S00262,C00662,P00600,ST00846,2026-03-29,1,122.44,0.05,116.32,Card,Online,Elderly,Children
SLS001162,S00229,C00087,P00373,ST00847,2026-04-02,2,281.81,0.06,529.8,Card,App,Professional,Children
SLS001163,S00742,C00877,P00295,ST00502,2025-06-19,1,1188.61,0.15,1010.32,Bkash,Online,Young,Exam Prep
SLS001164,S00502,C00347,P00452,ST00520,2025-11-28,2,835.99,0.05,1588.38,Cash,Online,Young,Academic
SLS001165,S00559,C00269,P00472,ST00104,2026-02-01,4,213.84,0.16,718.5,Card,Online,Young,Fiction
SLS001166,S00459,C00387,P00716,ST00126,2025-06-03,1,496.15,0.1,446.54,Rocket,Online,Young,Exam Prep
SLS001167,S00246,C00246,P00469,ST00404,2025-12-15,1,234.46,0.04,225.08,Bkash,In-Store,Elderly,Biography
SLS001168,S00237,C00995,P00023,ST00911,2024-01-24,2,282.48,0.05,536.71,Rocket,In-Store,Young,Academic
SLS001169,S00914,C00646,P00690,ST00204,2024-05-21,2,443.9,0.17,736.87,Bkash,Online,Kids,Fiction
SLS001170,S00066,C00899,P00075,ST00457,2025-02-27,2,228.78,0.1,411.8,Cash,Online,Young,Self Help
SLS001171,S00355,C00952,P00851,ST00058,2024-03-10,3,742.24,0.03,2159.92,Nagad,In-Store,Young,Exam Prep
SLS001172,S00544,C00578,P00713,ST00286,2025-02-16,1,529.82,0.07,492.73,Nagad,In-Store,Young,Programming
SLS001173,S00589,C00805,P00601,ST00355,2025-07-15,2,1125.28,0.06,2115.53,Rocket,In-Store,Young,Exam Prep
SLS001174,S00502,C00907,P00452,ST00960,2024-11-24,1,835.99,0.09,760.75,Bkash,Online,Elderly,Academic
SLS001175,S00622,C00148,P00178,ST00181,2026-05-27,2,260.0,0.057538090746078505,490.08,Cash,App,Kids,Programming
SLS001176,S00592,C00269,P00661,ST00093,2026-02-18,1,294.24,0.0,294.24,Bkash,Online,Young,Children
SLS001177,S00411,C00397,P00116,ST00048,2026-01-12,3,742.32,0.06,2093.34,,In-Store,Young,Exam Prep
SLS001178,S00994,C00622,P00608,ST00503,2025-09-28,2,794.58,0.06,1493.81,Cash,In-Store,Kids,Academic
SLS001179,S00811,C00770,P00188,ST00500,2025-07-04,1,208.5,0.03,202.24,Card,Online,Professional,Religious
SLS001180,S00262,C00343,P00600,ST00185,2025-08-13,1,122.44,0.03,118.77,Cash,Online,Professional,Children
SLS001181,S00678,C00847,P00158,ST00236,2024-04-09,1,457.08,0.05,434.23,Bkash,In-Store,Professional,Fiction
SLS001182,S00675,C00654,P00101,ST00306,2026-04-17,2,264.28,0.07,491.56,Rocket,,Professional,Religious
SLS001183,S00782,C00369,P00468,ST00012,2025-11-27,3,735.68,0.05,2096.69,Nagad,App,Young,Exam Prep
SLS001184,S00436,C00681,P00714,ST00816,2024-09-15,2,803.85,0.07,1495.16,Nagad,In-Store,Professional,Fiction
SLS001185,S00961,C00855,P00237,ST00766,2025-09-01,2,324.16,0.01,641.84,,App,Young,Academic
SLS001186,S00008,C00333,P00494,ST00308,2025-01-04,1,1473.39,0.01,1458.66,Card,In-Store,Kids,Business
SLS001187,S00773,C00384,P00803,ST00561,2026-04-13,2,1318.57,0.05,2505.28,Bkash,In-Store,Young,Business
SLS001188,S00603,C00691,P00548,ST00315,2025-04-23,1,285.97,0.07,265.95,Nagad,App,Professional,Children
SLS001189,S00589,C00427,P00601,ST00028,2025-09-25,2,1125.28,0.04,2160.54,Card,App,Young,Exam Prep
SLS001190,S00784,C00175,P00221,ST00577,2024-06-17,1,596.84,0.14,513.28,Card,Online,Young,Programming
SLS001191,S00830,C00856,P00130,ST00716,2024-04-02,1,892.38,0.06,838.84,Nagad,In-Store,Young,Biography
SLS001192,S00648,C00198,P00155,ST00319,2026-03-15,2,1059.71,0.16,1780.31,Nagad,Online,Young,Programming
SLS001193,S00085,C00245,P00971,ST00230,2025-06-28,2,1080.11,0.12,1900.99,Card,App,Professional,Business
SLS001194,S00167,C00871,P00094,ST00252,2025-08-16,2,1315.52,0.01,2604.73,Bkash,In-Store,Professional,Business
SLS001195,S00678,C00641,P00158,ST00333,2024-12-26,4,457.08,0.02,1791.75,Nagad,In-Store,Young,Fiction
SLS001196,S00881,C00428,P00209,ST00449,2025-07-17,3,908.9,0.08,2508.56,Rocket,App,Young,Academic
SLS001197,S00002,C00378,P00792,ST00749,2025-01-11,4,256.79,0.04,986.07,Nagad,Online,Young,Fiction
SLS001198,S00485,C00180,P00396,ST00190,2025-07-22,3,734.39,0.03,2137.07,Card,Online,Young,Religious
SLS001199,S00890,C00064,P00795,ST00701,2025-07-19,1,733.24,0.18,601.26,Bkash,Online,Professional,Self Help
SLS001200,S00861,C00913,P00417,ST00961,2024-07-16,3,936.59,0.14,2416.4,,Nan,Young,Programming
SLS001201,S00096,C00043,P00798,ST00168,2026-03-14,4,369.7,0.09,1345.71,,Online,Young,Fiction
SLS001202,S00559,C00058,P00897,ST00491,2026-04-24,2,461.66,0.07,858.69,Nagad,In-Store,Young,Fiction
SLS001203,S00922,C00755,P00447,ST00344,2025-11-09,3,769.37,0.11,2054.22,Bkash,Online,Young,Fiction
SLS001204,S00195,C00896,P00986,ST00588,2024-01-19,1,766.83,0.02,751.49,Bkash,App,Professional,Self Help
